outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,peer_group,top_n,sample,fe_spec,model
peer_ablog_shares_0_p1,specz_ai_active,-0.01353643827183845,0.009449368499399497,-1.432523059366209,0.15199418361063577,23027,2652,4838,0.07361919678149674,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.04928316722601653,0.015102448267596089,3.2632568145761383,0.0011013966381543394,23027,2652,4838,0.10609258967885009,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.018713319123970285,0.010326590017643317,-1.8121489370642163,0.0699631865813215,23027,2652,4838,0.10609258967885009,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.02916161650562871,0.013188117253770486,2.2112039151980847,0.0270217193929303,23027,2652,4838,0.07637448425349748,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.013264337815606464,0.009017316242626104,-1.4709850978613903,0.14129514702334567,23027,2652,4838,0.07637448425349748,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.0675485238464041,0.01654707671274574,4.082202857884463,4.461083067086591e-05,17659,2432,4564,0.0830823389964817,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.02805192894370706,0.012283201844159822,-2.2837635739939133,0.022385429514435007,17659,2432,4564,0.0830823389964817,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.046970909048603654,0.0146045156872335,3.2161908038938365,0.0012990443190938894,17659,2432,4564,0.05391912486909929,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.024416336907558966,0.010711541108096028,-2.279442020635531,0.022640802827656792,17659,2432,4564,0.05391912486909929,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.07115748675789843,0.016372230519500538,4.346230446312407,1.3849706384183591e-05,17659,2432,4564,0.08548997038294327,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
